gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
DNAJC13,9.50043542426405,0.6181131895323133,0.2562753495997631,2.4119104334367263,0.0158691793838476,0.0276225924871151,0.0276225924871151
SMC5,30.66652387343992,-0.453618995420072,0.1623679686578872,-2.793771451165081,0.0052097284085187,0.0099994787111684,0.0099994787111684
C6orf62,52.45876501167412,0.4624773652083336,0.1611053726856491,2.870651409687779,0.0040962697111972,0.0080083474314707,0.0080083474314707
SEC31A,25.239665764400947,0.3094934143212601,0.1602201069899694,1.9316764926429355,0.0533994479824377,0.0825977540331596,0.0825977540331596
SFI1,12.171834439013407,0.5952198716191006,0.2234745823105322,2.663479065337304,0.0077337223881502,0.0144420586146596,0.0144420586146596
KPNA4,37.69010572700628,-0.0875507410217405,0.1382823519583755,-0.6331302569115563,0.5266485851311529,0.588434173330897,0.5884341733308971
ESYT2,8.320674128760947,-0.6017595772587752,0.2692281769679407,-2.2351285219690493,0.025408912372511,0.0424188854299015,0.0424188854299015
AURKAIP1,247.2014975526001,-0.425907931104221,0.0887769850832667,-4.797503888026254,1.6065509195986074e-06,4.718211217617056e-06,4.718211217617056e-06
CD84,41.11867268222194,0.1784809197729934,0.2033103653649693,0.8778741775049013,0.3800120039846435,0.4491867659392949,0.4491867659392949
MAP2K4,11.012162065708864,-0.4241959781393895,0.2507252989153287,-1.6918754508400955,0.0906697236244514,0.1317873889890283,0.1317873889890283
CHD8,17.94802985743233,0.0995636238744594,0.2127175057203758,0.4680556192932194,0.6397448156932749,0.6894992029718501,0.68949920297185
IL32,195.16206722945208,0.6413156024331074,0.1240472282029397,5.169930934562463,2.3418052569663515e-07,7.387398286960098e-07,7.387398286960099e-07
OS9,100.058105255966,-0.325276911455943,0.101402888792999,-3.20776770097698,0.0013376949998083,0.0028431349623982,0.0028431349623982
NCOA7,58.47934166440139,3.837402607626597,0.2783711047978918,13.785204503939802,3.128786968869921e-43,4.635239953881365e-42,4.635239953881365e-42
EIF3I,228.11262308112373,-0.4581780852883115,0.0693874372723024,-6.603185004372597,4.024168268514871e-11,1.6943866393746824e-10,1.6943866393746824e-10
DHRS7,210.7333363244612,-0.5538270972204569,0.0690849426243195,-8.016610800882338,1.0870286897871013e-15,5.678158548824531e-15,5.678158548824531e-15
LMNB1,63.75681843778654,1.7060853053782623,0.1667034687668028,10.23425198047235,1.3926721541224467e-24,1.0922918855862326e-23,1.0922918855862326e-23
